,var1(t-1),var1(t)
188,1672.6499999999999,1456.2450000000001
189,1456.2450000000001,1565.235
190,1565.235,1418.3400000000004
191,1418.3400000000004,1332.45
192,1332.45,443.30999999999995
193,443.30999999999995,232.575
194,232.575,1659.8399999999995
195,1659.8399999999995,1403.535
196,1403.535,1571.3250000000003
197,1571.3250000000003,1411.305
198,1411.305,198.65999999999997
199,198.65999999999997,229.63499999999996
200,229.63499999999996,181.96499999999997
201,181.96499999999997,1665.195
202,1665.195,1519.8749999999998
203,1519.8749999999998,1596.3149999999998
204,1596.3149999999998,1397.9700000000003
205,1397.9700000000003,1330.1400000000003
206,1330.1400000000003,340.72499999999997
207,340.72499999999997,184.59
208,184.59,1729.35
209,1729.35,1545.0749999999996
210,1545.0749999999996,1716.0149999999996
211,1716.0149999999996,1526.7
212,1526.7,1490.58
213,1490.58,369.7049999999999
214,369.7049999999999,225.32999999999998
215,225.32999999999998,1697.9550000000006
216,1697.9550000000006,1571.8500000000004
217,1571.8500000000004,1594.8450000000005
218,1594.8450000000005,1510.7400000000002
219,1510.7400000000002,1467.585
220,1467.585,283.29
221,283.29,173.45999999999995
222,173.45999999999995,1644.7200000000003
223,1644.7200000000003,1602.93
224,1602.93,1656.375
225,1656.375,1566.1799999999996
226,1566.1799999999996,1428.0000000000002
227,1428.0000000000002,275.52000000000004
228,275.52000000000004,180.70499999999998
229,180.70499999999998,1666.1399999999999
230,1666.1399999999999,1642.6199999999997
231,1642.6199999999997,1749.3
232,1749.3,1559.1450000000002
233,1559.1450000000002,198.97499999999997
234,198.97499999999997,225.75000000000003
235,225.75000000000003,194.88
236,194.88,611.31
237,611.31,1566.39
238,1566.39,1632.3299999999997
239,1632.3299999999997,1563.0299999999997
240,1563.0299999999997,1479.1349999999998
241,1479.1349999999998,363.29999999999984
242,363.29999999999984,717.0450000000002
243,717.0450000000002,1827.1050000000002
244,1827.1050000000002,1458.7649999999996
245,1458.7649999999996,958.1250000000001
246,958.1250000000001,772.3799999999999
247,772.3799999999999,884.835
248,884.835,302.50499999999994
249,302.50499999999994,176.29499999999996
250,176.29499999999996,1780.38
251,1780.38,1654.065
252,1654.065,1688.1900000000003
253,1688.1900000000003,1571.0099999999998
254,1571.0099999999998,185.11499999999995
255,185.11499999999995,265.12500000000006
256,265.12500000000006,179.75999999999996
257,179.75999999999996,1935.6749999999997
258,1935.6749999999997,1747.62
259,1747.62,1786.1549999999995
260,1786.1549999999995,1711.2899999999997
261,1711.2899999999997,1490.5800000000002
262,1490.5800000000002,321.82500000000016
263,321.82500000000016,240.45000000000005
264,240.45000000000005,1922.8649999999996
265,1922.8649999999996,1710.2400000000002
266,1710.2400000000002,1785.21
267,1785.21,204.95999999999992
268,204.95999999999992,1444.3799999999997
269,1444.3799999999997,335.58000000000027
270,335.58000000000027,720.7199999999998
271,720.7199999999998,1798.9650000000001
272,1798.9650000000001,1726.3050000000005
273,1726.3050000000005,1776.075
274,1776.075,1579.8300000000004
275,1579.8300000000004,1497.72
276,1497.72,309.85500000000013
277,309.85500000000013,232.0500000000001
278,232.0500000000001,1768.41
279,1768.41,1580.88
280,1580.88,1758.8550000000002
281,1758.8550000000002,1585.815
282,1585.815,1321.0050000000003
283,1321.0050000000003,425.56499999999994
284,425.56499999999994,242.54999999999995
285,242.54999999999995,1791.51
286,1791.51,1517.7749999999999
287,1517.7749999999999,1404.6899999999998
288,1404.6899999999998,1373.6100000000001
289,1373.6100000000001,1404.27
290,1404.27,337.47000000000014
291,337.47000000000014,887.5649999999999
292,887.5649999999999,1314.915
293,1314.915,924.525
294,924.525,960.7500000000001
295,960.7500000000001,838.2149999999998
296,838.2149999999998,675.6750000000001
297,675.6750000000001,229.11
298,229.11,184.2749999999999
299,184.2749999999999,730.0649999999999
300,730.0649999999999,677.1450000000001
301,677.1450000000001,688.17
302,688.17,684.285
303,684.285,657.0899999999999
304,657.0899999999999,243.49499999999992
305,243.49499999999992,231.315
306,231.315,361.09499999999997
307,361.09499999999997,223.64999999999995
308,223.64999999999995,602.1750000000005
309,602.1750000000005,571.6199999999999
310,571.6199999999999,536.8649999999999
311,536.8649999999999,249.68999999999983
312,249.68999999999983,228.79500000000004
313,228.79500000000004,406.7699999999999
314,406.7699999999999,227.325
315,227.325,710.6400000000001
316,710.6400000000001,679.665
317,679.665,459.16500000000013
318,459.16500000000013,206.00999999999993
319,206.00999999999993,212.205
320,212.205,702.4499999999997
321,702.4499999999997,8.82
322,8.82,0.0
323,0.0,0.0
324,0.0,0.0
325,0.0,0.0
326,0.0,0.0
327,0.0,645.0149999999999
328,645.0149999999999,661.2900000000002
329,661.2900000000002,645.2250000000004
330,645.2250000000004,636.195
331,636.195,551.9849999999999
332,551.9849999999999,205.17
333,205.17,177.55499999999998
334,177.55499999999998,660.0300000000002
335,660.0300000000002,693.1049999999999
336,693.1049999999999,822.255
337,822.255,696.2549999999999
338,696.2549999999999,637.665
339,637.665,268.69500000000005
340,268.69500000000005,179.75999999999996
341,179.75999999999996,680.1899999999998
342,680.1899999999998,688.4850000000002
343,688.4850000000002,778.68
344,778.68,750.9599999999998
345,750.9599999999998,734.475
346,734.475,207.89999999999998
347,207.89999999999998,723.555
348,723.555,683.1299999999999
349,683.1299999999999,766.6050000000002
350,766.6050000000002,741.51
351,741.51,713.8950000000001
352,713.8950000000001,772.6950000000002
353,772.6950000000002,216.93
354,216.93,778.1550000000001
355,778.1550000000001,1360.6949999999997
356,1360.6949999999997,1266.9299999999998
357,1266.9299999999998,1258.005
358,1258.005,1267.3500000000001
359,1267.3500000000001,1243.095
360,1243.095,279.51
361,279.51,680.7150000000001
362,680.7150000000001,1861.86
363,1861.86,1845.165
364,1845.165,1740.2699999999998
365,1740.2699999999998,1661.4149999999997
366,1661.4149999999997,1453.9350000000002
367,1453.9350000000002,540.33
368,540.33,234.46500000000006
369,234.46500000000006,1532.4750000000001
370,1532.4750000000001,1465.5900000000001
371,1465.5900000000001,1614.0600000000002
372,1614.0600000000002,1489.74
373,1489.74,1403.0100000000002
374,1403.0100000000002,192.15000000000006
375,192.15000000000006,174.93
376,174.93,176.81999999999996
377,176.81999999999996,183.74999999999991
378,183.74999999999991,183.22500000000002
379,183.22500000000002,1375.2900000000004
380,1375.2900000000004,1355.3400000000001
381,1355.3400000000001,274.99500000000006
382,274.99500000000006,171.04500000000004
383,171.04500000000004,1585.1850000000004
384,1585.1850000000004,1585.1849999999995
385,1585.1849999999995,1545.285
386,1545.285,1645.98
387,1645.98,1651.7549999999999
388,1651.7549999999999,428.9250000000002
389,428.9250000000002,196.77000000000004
390,196.77000000000004,1558.095
391,1558.095,191.415
392,191.415,1555.9950000000003
393,1555.9950000000003,1654.1699999999996
394,1654.1699999999996,1581.5099999999995
395,1581.5099999999995,249.58499999999995
396,249.58499999999995,618.4499999999999
397,618.4499999999999,222.915
398,222.915,1604.82
399,1604.82,1589.3849999999998
400,1589.3849999999998,1488.6899999999996
401,1488.6899999999996,1474.935
402,1474.935,329.70000000000005
403,329.70000000000005,185.32499999999996
404,185.32499999999996,1462.3349999999998
405,1462.3349999999998,1568.49
406,1568.49,1452.465
407,1452.465,1387.365
408,1387.365,1426.845
409,1426.845,279.825
410,279.825,175.77000000000007
411,175.77000000000007,1605.1349999999998
412,1605.1349999999998,1576.9950000000003
413,1576.9950000000003,1598.4149999999993
414,1598.4149999999993,1504.125
415,1504.125,1541.3999999999999
416,1541.3999999999999,234.56999999999994
417,234.56999999999994,185.00999999999996
418,185.00999999999996,1541.2949999999998
419,1541.2949999999998,1423.4850000000004
420,1423.4850000000004,1472.625
421,1472.625,170.73
422,170.73,175.98
423,175.98,175.76999999999995
424,175.76999999999995,173.98499999999999
425,173.98499999999999,1668.6600000000003
426,1668.6600000000003,1439.34
427,1439.34,1654.1699999999998
428,1654.1699999999998,1485.33
429,1485.33,1364.685
430,1364.685,228.27000000000007
431,228.27000000000007,174.82499999999993
432,174.82499999999993,1566.8100000000002
433,1566.8100000000002,1443.015
434,1443.015,185.42999999999995
435,185.42999999999995,1560.72
436,1560.72,1450.1549999999997
437,1450.1549999999997,330.43500000000006
438,330.43500000000006,235.935
439,235.935,1740.6899999999998
440,1740.6899999999998,1566.075
441,1566.075,1596.105
442,1596.105,1443.645
443,1443.645,1394.2950000000003
444,1394.2950000000003,266.7
445,266.7,224.28
446,224.28,1697.745
447,1697.745,1581.8249999999996
448,1581.8249999999996,1163.19
449,1163.19,1464.33
450,1464.33,1484.91
451,1484.91,278.6700000000001
452,278.6700000000001,180.07499999999996
453,180.07499999999996,1565.445
454,1565.445,1548.2250000000001
455,1548.2250000000001,1443.12
456,1443.12,1441.5449999999996
457,1441.5449999999996,1398.1799999999998
458,1398.1799999999998,352.485
459,352.485,215.45999999999998
460,215.45999999999998,1697.43
461,1697.43,1683.465
462,1683.465,1556.8350000000005
463,1556.8350000000005,1246.7700000000004
464,1246.7700000000004,1503.6
465,1503.6,332.9549999999999
466,332.9549999999999,196.14000000000001
467,196.14000000000001,1614.2700000000002
468,1614.2700000000002,1589.1749999999995
469,1589.1749999999995,1602.825
470,1602.825,1703.52
471,1703.52,1663.095
472,1663.095,289.38
473,289.38,221.33999999999992
474,221.33999999999992,1839.7049999999997
475,1839.7049999999997,1737.645
476,1737.645,1419.3899999999999
477,1419.3899999999999,1401.54
478,1401.54,728.595
479,728.595,225.22499999999997
480,225.22499999999997,194.14499999999995
481,194.14499999999995,1610.28
482,1610.28,1541.9249999999995
483,1541.9249999999995,1477.0350000000003
484,1477.0350000000003,181.12499999999997
485,181.12499999999997,1545.3899999999996
486,1545.3899999999996,211.68
487,211.68,192.98999999999995
488,192.98999999999995,1631.9099999999999
489,1631.9099999999999,1580.0400000000002
490,1580.0400000000002,1546.755
491,1546.755,1392.3
492,1392.3,1020.39
493,1020.39,241.185
494,241.185,177.76500000000007
495,177.76500000000007,1018.3950000000001
496,1018.3950000000001,1146.8099999999997
497,1146.8099999999997,970.83
498,970.83,945.5250000000001
499,945.5250000000001,942.2699999999999
500,942.2699999999999,207.90000000000006
501,207.90000000000006,639.3449999999998
502,639.3449999999998,647.2199999999998
503,647.2199999999998,676.935
504,676.935,651.735
505,651.735,683.865
506,683.865,676.305
507,676.305,246.54
508,246.54,221.75999999999996
509,221.75999999999996,658.35
510,658.35,654.9899999999999
511,654.9899999999999,737.94
512,737.94,686.5949999999999
513,686.5949999999999,585.06
514,585.06,224.7
515,224.7,176.61
516,176.61,625.4849999999999
517,625.4849999999999,640.7099999999999
518,640.7099999999999,624.015
519,624.015,656.67
520,656.67,570.0450000000002
521,570.0450000000002,203.90999999999997
522,203.90999999999997,169.25999999999996
523,169.25999999999996,609.2100000000002
524,609.2100000000002,617.1900000000003
525,617.1900000000003,609.9449999999999
526,609.9449999999999,650.5799999999998
527,650.5799999999998,613.095
528,613.095,199.29
529,199.29,187.9499999999999
530,187.9499999999999,1652.49
531,1652.49,1188.5999999999997
532,1188.5999999999997,1600.725
533,1600.725,1451.73
534,1451.73,1231.8600000000001
535,1231.8600000000001,225.85499999999993
536,225.85499999999993,200.02499999999998
537,200.02499999999998,1496.4600000000003
538,1496.4600000000003,953.19
539,953.19,1536.6749999999997
540,1536.6749999999997,214.51500000000001
541,214.51500000000001,1394.4
542,1394.4,201.60000000000002
543,201.60000000000002,155.50500000000005
544,155.50500000000005,1618.4700000000005
545,1618.4700000000005,1444.4850000000004
546,1444.4850000000004,1492.9950000000001
547,1492.9950000000001,1458.345
548,1458.345,1362.2699999999995
549,1362.2699999999995,231.20999999999995
550,231.20999999999995,157.39500000000004
551,157.39500000000004,1563.2400000000002
552,1563.2400000000002,1484.175
553,1484.175,1618.89
554,1618.89,1431.8849999999998
555,1431.8849999999998,1392.5099999999998
556,1392.5099999999998,273.84
557,273.84,177.03
558,177.03,1588.755
559,1588.755,1551.0599999999997
560,1551.0599999999997,1494.0450000000003
561,1494.0450000000003,1396.0800000000004
562,1396.0800000000004,1297.1699999999998
563,1297.1699999999998,202.65
564,202.65,202.335
565,202.335,1517.04
566,1517.04,1304.9399999999998
567,1304.9399999999998,1486.485
568,1486.485,1340.43
569,1340.43,1215.0599999999997
570,1215.0599999999997,240.23999999999995
571,240.23999999999995,169.88999999999996
572,169.88999999999996,1614.3749999999998
573,1614.3749999999998,1386.4199999999994
574,1386.4199999999994,1430.0999999999997
575,1430.0999999999997,1491.4200000000003
576,1491.4200000000003,1315.9649999999997
577,1315.9649999999997,196.03500000000005
578,196.03500000000005,165.79500000000004
579,165.79500000000004,1530.165
580,1530.165,1216.4250000000004
581,1216.4250000000004,1434.8250000000003
582,1434.8250000000003,1359.8549999999993
583,1359.8549999999993,1332.5549999999998
584,1332.5549999999998,251.36999999999995
585,251.36999999999995,434.91
586,434.91,1616.2649999999999
587,1616.2649999999999,1389.6750000000002
588,1389.6750000000002,1484.1750000000002
589,1484.1750000000002,1342.7399999999998
590,1342.7399999999998,1300.1100000000001
591,1300.1100000000001,262.605
592,262.605,175.87499999999994
593,175.87499999999994,1524.2849999999999
594,1524.2849999999999,1381.7999999999997
595,1381.7999999999997,1398.7050000000004
596,1398.7050000000004,1319.64
597,1319.64,1273.0199999999998
598,1273.0199999999998,172.40999999999997
599,172.40999999999997,169.88999999999996
600,169.88999999999996,528.57
601,528.57,1484.385
602,1484.385,1483.6499999999999
603,1483.6499999999999,1383.375
604,1383.375,1354.605
605,1354.605,299.77500000000003
606,299.77500000000003,185.01
607,185.01,1560.9299999999998
608,1560.9299999999998,1379.805
609,1379.805,1456.4549999999995
610,1456.4549999999995,1378.02
611,1378.02,1451.835
612,1451.835,191.62500000000006
613,191.62500000000006,746.0249999999999
614,746.0249999999999,167.37
615,167.37,1530.1650000000002
616,1530.1650000000002,1573.53
617,1573.53,1405.8450000000003
618,1405.8450000000003,1343.7899999999995
619,1343.7899999999995,170.205
620,170.205,171.25500000000008
621,171.25500000000008,1489.7400000000005
622,1489.7400000000005,1445.43
623,1445.43,1690.29
624,1690.29,1531.74
625,1531.74,1394.8200000000004
626,1394.8200000000004,277.51500000000004
627,277.51500000000004,234.14999999999998
628,234.14999999999998,1713.3899999999996
629,1713.3899999999996,1572.1649999999997
630,1572.1649999999997,1679.055
631,1679.055,1470.9450000000002
632,1470.9450000000002,201.285
633,201.285,241.49999999999994
634,241.49999999999994,829.185
635,829.185,1734.0750000000003
636,1734.0750000000003,1703.8349999999998
637,1703.8349999999998,1649.1299999999992
638,1649.1299999999992,1479.8699999999997
639,1479.8699999999997,1521.87
640,1521.87,352.59000000000003
641,352.59000000000003,692.5800000000003
642,692.5800000000003,1747.0950000000003
643,1747.0950000000003,1694.8049999999998
644,1694.8049999999998,1713.3899999999999
645,1713.3899999999999,1467.165
646,1467.165,1418.1299999999999
647,1418.1299999999999,246.12000000000003
648,246.12000000000003,255.88499999999996
649,255.88499999999996,1656.4800000000002
650,1656.4800000000002,1501.3949999999998
651,1501.3949999999998,1576.5750000000003
652,1576.5750000000003,1232.2800000000002
653,1232.2800000000002,1194.165
654,1194.165,216.08999999999992
655,216.08999999999992,210.31499999999997
656,210.31499999999997,1311.7649999999996
657,1311.7649999999996,1232.6999999999998
658,1232.6999999999998,976.9200000000001
659,976.9200000000001,1149.1200000000003
660,1149.1200000000003,875.4900000000001
661,875.4900000000001,225.54000000000002
662,225.54000000000002,210.42
663,210.42,829.1850000000002
664,829.1850000000002,878.7450000000003
665,878.7450000000003,874.3349999999999
666,874.3349999999999,796.8449999999996
667,796.8449999999996,662.5500000000001
668,662.5500000000001,203.595
669,203.595,210.42000000000002
670,210.42000000000002,628.845
671,628.845,376.32000000000005
672,376.32000000000005,194.87999999999997
673,194.87999999999997,663.4950000000002
674,663.4950000000002,582.0149999999998
675,582.0149999999998,209.16000000000003
676,209.16000000000003,205.38000000000002
677,205.38000000000002,639.45
678,639.45,309.1200000000001
679,309.1200000000001,200.86499999999995
680,200.86499999999995,535.7099999999999
681,535.7099999999999,603.3299999999998
682,603.3299999999998,209.79
683,209.79,206.11499999999995
684,206.11499999999995,660.1350000000001
685,660.1350000000001,710.9549999999999
686,710.9549999999999,666.1200000000001
687,666.1200000000001,591.99
688,591.99,610.9950000000001
689,610.9950000000001,296.4150000000001
690,296.4150000000001,286.44
691,286.44,791.2799999999999
692,791.2799999999999,775.5300000000002
693,775.5300000000002,636.0900000000001
694,636.0900000000001,714.315
695,714.315,694.3649999999998
696,694.3649999999998,274.78499999999997
697,274.78499999999997,262.605
698,262.605,720.51
699,720.51,849.765
700,849.765,777.7350000000001
701,777.7350000000001,764.925
702,764.925,596.8199999999998
703,596.8199999999998,245.385
704,245.385,207.795
705,207.795,739.62
706,739.62,766.815
707,766.815,814.6949999999999
708,814.6949999999999,726.9149999999998
709,726.9149999999998,552.4050000000001
710,552.4050000000001,220.28999999999994
711,220.28999999999994,788.5499999999997
712,788.5499999999997,732.375
713,732.375,758.1
714,758.1,694.3650000000001
715,694.3650000000001,657.4050000000001
716,657.4050000000001,671.055
717,671.055,222.915
718,222.915,214.93499999999997
719,214.93499999999997,819.9449999999999
720,819.9449999999999,844.8299999999999
721,844.8299999999999,868.8749999999998
722,868.8749999999998,690.1650000000002
723,690.1650000000002,756.7349999999999
724,756.7349999999999,380.93999999999994
725,380.93999999999994,718.095
726,718.095,1451.73
727,1451.73,1476.405
728,1476.405,1524.4950000000001
729,1524.4950000000001,1449.8399999999995
730,1449.8399999999995,1100.82
731,1100.82,196.56
732,196.56,193.40999999999994
733,193.40999999999994,198.13499999999993
734,198.13499999999993,198.345
735,198.345,464.09999999999997
736,464.09999999999997,1763.5800000000002
737,1763.5800000000002,1508.745
738,1508.745,271.74
