,var1(t-1),var1(t)
1,1463.8049999999998,1566.81
2,1566.81,1403.8500000000001
3,1403.8500000000001,358.575
4,358.575,355.42499999999995
5,355.42499999999995,1733.2350000000001
6,1733.2350000000001,1627.5
7,1627.5,1623.51
8,1623.51,1410.0449999999998
9,1410.0449999999998,1317.9600000000003
10,1317.9600000000003,249.375
11,249.375,190.78500000000003
12,190.78500000000003,1784.6849999999997
13,1784.6849999999997,1678.0050000000006
14,1678.0050000000006,1789.8299999999997
15,1789.8299999999997,1748.1449999999998
16,1748.1449999999998,1529.43
17,1529.43,356.6850000000002
18,356.6850000000002,897.8550000000001
19,897.8550000000001,1824.27
20,1824.27,1912.7849999999994
21,1912.7849999999994,1830.3599999999994
22,1830.3599999999994,1866.6900000000003
23,1866.6900000000003,1546.23
24,1546.23,310.2750000000001
25,310.2750000000001,192.77999999999997
26,192.77999999999997,183.43499999999997
27,183.43499999999997,1923.9149999999995
28,1923.9149999999995,1135.995
29,1135.995,2115.33
30,2115.33,1544.6549999999997
31,1544.6549999999997,414.015
32,414.015,214.83
33,214.83,1832.7749999999999
34,1832.7749999999999,1586.4450000000002
35,1586.4450000000002,1544.3400000000004
36,1544.3400000000004,164.32500000000005
37,164.32500000000005,163.90500000000003
38,163.90500000000003,164.21999999999997
39,164.21999999999997,172.41
40,172.41,1747.7250000000001
41,1747.7250000000001,1567.5450000000003
42,1567.5450000000003,1775.4450000000002
43,1775.4450000000002,1695.8549999999998
44,1695.8549999999998,1444.2749999999999
45,1444.2749999999999,402.8850000000001
46,402.8850000000001,871.2899999999998
47,871.2899999999998,1638.6299999999999
48,1638.6299999999999,1638.7350000000001
49,1638.7350000000001,1682.3100000000002
50,1682.3100000000002,1575.525
51,1575.525,1432.3049999999998
52,1432.3049999999998,229.32000000000008
53,229.32000000000008,177.76500000000001
54,177.76500000000001,1712.025
55,1712.025,1478.9250000000002
56,1478.9250000000002,1618.575
57,1618.575,1604.8200000000002
58,1604.8200000000002,1363.215
59,1363.215,227.63999999999993
60,227.63999999999993,839.3699999999999
61,839.3699999999999,1827.5250000000003
62,1827.5250000000003,1641.8849999999995
63,1641.8849999999995,1747.2000000000003
64,1747.2000000000003,1733.1300000000003
65,1733.1300000000003,1354.8149999999998
66,1354.8149999999998,500.1150000000001
67,500.1150000000001,395.0100000000001
68,395.0100000000001,1706.9849999999997
69,1706.9849999999997,209.99999999999997
70,209.99999999999997,1796.4449999999997
71,1796.4449999999997,1710.5549999999998
72,1710.5549999999998,1525.3349999999998
73,1525.3349999999998,385.77000000000004
74,385.77000000000004,180.07500000000002
75,180.07500000000002,1651.1250000000002
76,1651.1250000000002,1586.1299999999997
77,1586.1299999999997,1442.2800000000004
78,1442.2800000000004,1416.345
79,1416.345,1400.2800000000004
80,1400.2800000000004,262.6050000000001
81,262.6050000000001,170.73
82,170.73,1811.0399999999997
83,1811.0399999999997,1627.4999999999998
84,1627.4999999999998,1719.2699999999995
85,1719.2699999999995,1656.9000000000003
86,1656.9000000000003,1475.4600000000003
87,1475.4600000000003,402.2549999999999
88,402.2549999999999,243.59999999999997
89,243.59999999999997,1772.61
90,1772.61,1667.8199999999997
91,1667.8199999999997,1626.0299999999993
92,1626.0299999999993,1492.575
93,1492.575,1256.01
94,1256.01,301.24500000000006
95,301.24500000000006,186.26999999999998
96,186.26999999999998,1698.69
97,1698.69,1700.7900000000002
98,1700.7900000000002,1584.5550000000003
99,1584.5550000000003,187.10999999999996
100,187.10999999999996,1245.2999999999997
101,1245.2999999999997,316.1550000000002
102,316.1550000000002,178.08
103,178.08,1674.96
104,1674.96,1583.8200000000002
105,1583.8200000000002,1755.3899999999996
106,1755.3899999999996,1535.31
107,1535.31,1408.4699999999998
108,1408.4699999999998,478.9049999999999
109,478.9049999999999,173.24999999999994
110,173.24999999999994,1616.5799999999995
111,1616.5799999999995,1418.3400000000001
112,1418.3400000000001,1636.5300000000002
113,1636.5300000000002,1458.5549999999996
114,1458.5549999999996,1341.3750000000002
115,1341.3750000000002,297.465
116,297.465,242.02499999999998
117,242.02499999999998,1561.3499999999997
118,1561.3499999999997,1509.375
119,1509.375,1655.64
120,1655.64,1500.9750000000001
121,1500.9750000000001,887.565
122,887.565,221.55
123,221.55,198.02999999999994
124,198.02999999999994,1518.9299999999998
125,1518.9299999999998,1391.355
126,1391.355,599.97
127,599.97,1400.7000000000003
128,1400.7000000000003,1142.0849999999998
129,1142.0849999999998,250.10999999999993
130,250.10999999999993,205.37999999999988
131,205.37999999999988,590.8349999999998
132,590.8349999999998,1086.9600000000003
133,1086.9600000000003,884.4150000000001
134,884.4150000000001,701.1899999999999
135,701.1899999999999,423.8850000000001
136,423.8850000000001,218.29499999999996
137,218.29499999999996,179.33999999999997
138,179.33999999999997,848.7149999999998
139,848.7149999999998,608.475
140,608.475,668.535
141,668.535,572.25
142,572.25,630.0000000000002
143,630.0000000000002,251.47500000000008
144,251.47500000000008,221.655
145,221.655,612.5700000000002
146,612.5700000000002,706.4399999999999
147,706.4399999999999,597.2399999999999
148,597.2399999999999,605.2199999999997
149,605.2199999999997,557.76
150,557.76,227.85000000000008
151,227.85000000000008,625.9050000000001
152,625.9050000000001,673.2599999999999
153,673.2599999999999,794.1150000000001
154,794.1150000000001,667.1699999999998
155,667.1699999999998,753.48
156,753.48,625.5899999999999
157,625.5899999999999,180.81
158,180.81,168.83999999999997
159,168.83999999999997,624.6449999999999
160,624.6449999999999,900.27
161,900.27,804.7199999999999
162,804.7199999999999,718.6200000000002
163,718.6200000000002,692.2649999999999
164,692.2649999999999,238.24500000000003
165,238.24500000000003,176.60999999999999
166,176.60999999999999,1623.9299999999998
167,1623.9299999999998,1353.9750000000004
168,1353.9750000000004,1490.5800000000002
169,1490.5800000000002,1414.35
170,1414.35,1266.93
171,1266.93,331.79999999999995
172,331.79999999999995,167.68500000000003
173,167.68500000000003,1608.7050000000004
174,1608.7050000000004,1459.2900000000002
175,1459.2900000000002,168.20999999999995
176,168.20999999999995,1509.2700000000004
177,1509.2700000000004,1459.71
178,1459.71,456.2250000000001
179,456.2250000000001,210.42000000000004
180,210.42000000000004,1744.995
181,1744.995,1570.065
182,1570.065,1626.765
183,1626.765,1460.6549999999997
184,1460.6549999999997,1392.8250000000005
185,1392.8250000000005,417.4800000000001
186,417.4800000000001,195.50999999999996
187,195.50999999999996,1672.6499999999999
