date,data
2018-08-30,1418.3400000000004
2018-08-31,1332.45
2018-09-01,443.30999999999995
2018-09-02,232.575
2018-09-03,1659.8399999999995
2018-09-04,1403.535
2018-09-05,1571.3250000000003
2018-09-06,1411.305
2018-09-07,198.65999999999997
2018-09-08,229.63499999999996
2018-09-09,181.96499999999997
2018-09-10,1665.195
2018-09-11,1519.8749999999998
2018-09-12,1596.3149999999998
2018-09-13,1397.9700000000003
2018-09-14,1330.1400000000003
2018-09-15,340.72499999999997
2018-09-16,184.59
2018-09-17,1729.35
2018-09-18,1545.0749999999996
2018-09-19,1716.0149999999996
2018-09-20,1526.7
2018-09-21,1490.58
2018-09-22,369.7049999999999
2018-09-23,225.32999999999998
2018-09-24,1697.9550000000006
2018-09-25,1571.8500000000004
2018-09-26,1594.8450000000005
2018-09-27,1510.7400000000002
2018-09-28,1467.585
2018-09-29,283.29
2018-09-30,173.45999999999995
2018-10-01,1644.7200000000003
2018-10-02,1602.93
2018-10-03,1656.375
2018-10-04,1566.1799999999996
2018-10-05,1428.0000000000002
2018-10-06,275.52000000000004
2018-10-07,180.70499999999998
2018-10-08,1666.1399999999999
2018-10-09,1642.6199999999997
2018-10-10,1749.3
2018-10-11,1559.1450000000002
2018-10-12,198.97499999999997
2018-10-13,225.75000000000003
2018-10-14,194.88
2018-10-15,611.31
2018-10-16,1566.39
2018-10-17,1632.3299999999997
2018-10-18,1563.0299999999997
2018-10-19,1479.1349999999998
2018-10-20,363.29999999999984
2018-10-21,717.0450000000002
2018-10-22,1827.1050000000002
2018-10-23,1458.7649999999996
2018-10-24,958.1250000000001
2018-10-25,772.3799999999999
2018-10-26,884.835
2018-10-27,302.50499999999994
2018-10-28,176.29499999999996
2018-10-29,1780.38
2018-10-30,1654.065
2018-10-31,1688.1900000000003
2018-11-01,1571.0099999999998
2018-11-02,185.11499999999995
2018-11-03,265.12500000000006
2018-11-04,179.75999999999996
2018-11-05,1935.6749999999997
2018-11-06,1747.62
2018-11-07,1786.1549999999995
2018-11-08,1711.2899999999997
2018-11-09,1490.5800000000002
2018-11-10,321.82500000000016
2018-11-11,240.45000000000005
2018-11-12,1922.8649999999996
2018-11-13,1710.2400000000002
2018-11-14,1785.21
2018-11-15,204.95999999999992
2018-11-16,1444.3799999999997
2018-11-17,335.58000000000027
2018-11-18,720.7199999999998
2018-11-19,1798.9650000000001
2018-11-20,1726.3050000000005
2018-11-21,1776.075
2018-11-22,1579.8300000000004
2018-11-23,1497.72
2018-11-24,309.85500000000013
2018-11-25,232.0500000000001
2018-11-26,1768.41
2018-11-27,1580.88
2018-11-28,1758.8550000000002
2018-11-29,1585.815
2018-11-30,1321.0050000000003
2018-12-01,425.56499999999994
2018-12-02,242.54999999999995
2018-12-03,1791.51
2018-12-04,1517.7749999999999
2018-12-05,1404.6899999999998
2018-12-06,1373.6100000000001
2018-12-07,1404.27
2018-12-08,337.47000000000014
2018-12-09,887.5649999999999
2018-12-10,1314.915
2018-12-11,924.525
2018-12-12,960.7500000000001
2018-12-13,838.2149999999998
2018-12-14,675.6750000000001
2018-12-15,229.11
2018-12-16,184.2749999999999
2018-12-17,730.0649999999999
2018-12-18,677.1450000000001
2018-12-19,688.17
2018-12-20,684.285
2018-12-21,657.0899999999999
2018-12-22,243.49499999999992
2018-12-23,231.315
2018-12-24,361.09499999999997
2018-12-25,223.64999999999995
2018-12-26,602.1750000000005
2018-12-27,571.6199999999999
2018-12-28,536.8649999999999
2018-12-29,249.68999999999983
2018-12-30,228.79500000000004
2018-12-31,406.7699999999999
2019-01-01,227.325
2019-01-02,710.6400000000001
2019-01-03,679.665
2019-01-04,459.16500000000013
2019-01-05,206.00999999999993
2019-01-06,212.205
2019-01-07,702.4499999999997
2019-01-08,8.82
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,645.0149999999999
2019-01-15,661.2900000000002
2019-01-16,645.2250000000004
2019-01-17,636.195
2019-01-18,551.9849999999999
2019-01-19,205.17
2019-01-20,177.55499999999998
2019-01-21,660.0300000000002
2019-01-22,693.1049999999999
2019-01-23,822.255
2019-01-24,696.2549999999999
2019-01-25,637.665
2019-01-26,268.69500000000005
2019-01-27,179.75999999999996
2019-01-28,680.1899999999998
2019-01-29,688.4850000000002
2019-01-30,778.68
2019-01-31,750.9599999999998
2019-02-01,734.475
2019-02-02,207.89999999999998
2019-02-03,723.555
2019-02-04,683.1299999999999
2019-02-05,766.6050000000002
2019-02-06,741.51
2019-02-07,713.8950000000001
2019-02-08,772.6950000000002
2019-02-09,216.93
2019-02-10,778.1550000000001
2019-02-11,1360.6949999999997
2019-02-12,1266.9299999999998
2019-02-13,1258.005
2019-02-14,1267.3500000000001
2019-02-15,1243.095
2019-02-16,279.51
2019-02-17,680.7150000000001
2019-02-18,1861.86
2019-02-19,1845.165
2019-02-20,1740.2699999999998
2019-02-21,1661.4149999999997
2019-02-22,1453.9350000000002
2019-02-23,540.33
2019-02-24,234.46500000000006
2019-02-25,1532.4750000000001
2019-02-26,1465.5900000000001
2019-02-27,1614.0600000000002
2019-02-28,1489.74
2019-03-01,1403.0100000000002
2019-03-02,192.15000000000006
2019-03-03,174.93
2019-03-04,176.81999999999996
2019-03-05,183.74999999999991
2019-03-06,183.22500000000002
2019-03-07,1375.2900000000004
2019-03-08,1355.3400000000001
2019-03-09,274.99500000000006
2019-03-10,171.04500000000004
2019-03-11,1585.1850000000004
2019-03-12,1585.1849999999995
2019-03-13,1545.285
2019-03-14,1645.98
2019-03-15,1651.7549999999999
2019-03-16,428.9250000000002
2019-03-17,196.77000000000004
2019-03-18,1558.095
2019-03-19,191.415
2019-03-20,1555.9950000000003
2019-03-21,1654.1699999999996
2019-03-22,1581.5099999999995
2019-03-23,249.58499999999995
2019-03-24,618.4499999999999
2019-03-25,222.915
2019-03-26,1604.82
2019-03-27,1589.3849999999998
2019-03-28,1488.6899999999996
2019-03-29,1474.935
2019-03-30,329.70000000000005
2019-03-31,185.32499999999996
2019-04-01,1462.3349999999998
2019-04-02,1568.49
2019-04-03,1452.465
2019-04-04,1387.365
2019-04-05,1426.845
2019-04-06,279.825
2019-04-07,175.77000000000007
2019-04-08,1605.1349999999998
2019-04-09,1576.9950000000003
2019-04-10,1598.4149999999993
2019-04-11,1504.125
2019-04-12,1541.3999999999999
2019-04-13,234.56999999999994
2019-04-14,185.00999999999996
2019-04-15,1541.2949999999998
2019-04-16,1423.4850000000004
2019-04-17,1472.625
2019-04-18,170.73
2019-04-19,175.98
2019-04-20,175.76999999999995
2019-04-21,173.98499999999999
2019-04-22,1668.6600000000003
2019-04-23,1439.34
2019-04-24,1654.1699999999998
2019-04-25,1485.33
2019-04-26,1364.685
2019-04-27,228.27000000000007
2019-04-28,174.82499999999993
2019-04-29,1566.8100000000002
2019-04-30,1443.015
2019-05-01,185.42999999999995
2019-05-02,1560.72
2019-05-03,1450.1549999999997
2019-05-04,330.43500000000006
2019-05-05,235.935
2019-05-06,1740.6899999999998
2019-05-07,1566.075
2019-05-08,1596.105
2019-05-09,1443.645
2019-05-10,1394.2950000000003
2019-05-11,266.7
2019-05-12,224.28
2019-05-13,1697.745
2019-05-14,1581.8249999999996
2019-05-15,1163.19
2019-05-16,1464.33
2019-05-17,1484.91
2019-05-18,278.6700000000001
2019-05-19,180.07499999999996
2019-05-20,1565.445
2019-05-21,1548.2250000000001
2019-05-22,1443.12
2019-05-23,1441.5449999999996
2019-05-24,1398.1799999999998
2019-05-25,352.485
2019-05-26,215.45999999999998
2019-05-27,1697.43
2019-05-28,1683.465
2019-05-29,1556.8350000000005
2019-05-30,1246.7700000000004
2019-05-31,1503.6
2019-06-01,332.9549999999999
2019-06-02,196.14000000000001
2019-06-03,1614.2700000000002
2019-06-04,1589.1749999999995
2019-06-05,1602.825
2019-06-06,1703.52
2019-06-07,1663.095
2019-06-08,289.38
2019-06-09,221.33999999999992
2019-06-10,1839.7049999999997
2019-06-11,1737.645
2019-06-12,1419.3899999999999
2019-06-13,1401.54
2019-06-14,728.595
2019-06-15,225.22499999999997
2019-06-16,194.14499999999995
2019-06-17,1610.28
2019-06-18,1541.9249999999995
2019-06-19,1477.0350000000003
2019-06-20,181.12499999999997
2019-06-21,1545.3899999999996
2019-06-22,211.68
2019-06-23,192.98999999999995
2019-06-24,1631.9099999999999
2019-06-25,1580.0400000000002
2019-06-26,1546.755
2019-06-27,1392.3
2019-06-28,1020.39
2019-06-29,241.185
2019-06-30,177.76500000000007
2019-07-01,1018.3950000000001
2019-07-02,1146.8099999999997
2019-07-03,970.83
2019-07-04,945.5250000000001
2019-07-05,942.2699999999999
2019-07-06,207.90000000000006
2019-07-07,639.3449999999998
2019-07-08,647.2199999999998
2019-07-09,676.935
2019-07-10,651.735
2019-07-11,683.865
2019-07-12,676.305
2019-07-13,246.54
2019-07-14,221.75999999999996
2019-07-15,658.35
2019-07-16,654.9899999999999
2019-07-17,737.94
2019-07-18,686.5949999999999
2019-07-19,585.06
2019-07-20,224.7
2019-07-21,176.61
2019-07-22,625.4849999999999
2019-07-23,640.7099999999999
2019-07-24,624.015
2019-07-25,656.67
2019-07-26,570.0450000000002
2019-07-27,203.90999999999997
2019-07-28,169.25999999999996
2019-07-29,609.2100000000002
2019-07-30,617.1900000000003
2019-07-31,609.9449999999999
2019-08-01,650.5799999999998
2019-08-02,613.095
2019-08-03,199.29
2019-08-04,187.9499999999999
2019-08-05,1652.49
2019-08-06,1188.5999999999997
2019-08-07,1600.725
2019-08-08,1451.73
2019-08-09,1231.8600000000001
2019-08-10,225.85499999999993
2019-08-11,200.02499999999998
2019-08-12,1496.4600000000003
2019-08-13,953.19
2019-08-14,1536.6749999999997
2019-08-15,214.51500000000001
2019-08-16,1394.4
2019-08-17,201.60000000000002
2019-08-18,155.50500000000005
2019-08-19,1618.4700000000005
2019-08-20,1444.4850000000004
2019-08-21,1492.9950000000001
2019-08-22,1458.345
2019-08-23,1362.2699999999995
2019-08-24,231.20999999999995
2019-08-25,157.39500000000004
2019-08-26,1563.2400000000002
2019-08-27,1484.175
2019-08-28,1618.89
2019-08-29,1431.8849999999998
2019-08-30,1392.5099999999998
2019-08-31,273.84
2019-09-01,177.03
2019-09-02,1588.755
2019-09-03,1551.0599999999997
2019-09-04,1494.0450000000003
2019-09-05,1396.0800000000004
2019-09-06,1297.1699999999998
2019-09-07,202.65
2019-09-08,202.335
2019-09-09,1517.04
2019-09-10,1304.9399999999998
2019-09-11,1486.485
2019-09-12,1340.43
2019-09-13,1215.0599999999997
2019-09-14,240.23999999999995
2019-09-15,169.88999999999996
2019-09-16,1614.3749999999998
2019-09-17,1386.4199999999994
2019-09-18,1430.0999999999997
2019-09-19,1491.4200000000003
2019-09-20,1315.9649999999997
2019-09-21,196.03500000000005
2019-09-22,165.79500000000004
2019-09-23,1530.165
2019-09-24,1216.4250000000004
2019-09-25,1434.8250000000003
2019-09-26,1359.8549999999993
2019-09-27,1332.5549999999998
2019-09-28,251.36999999999995
2019-09-29,434.91
2019-09-30,1616.2649999999999
2019-10-01,1389.6750000000002
2019-10-02,1484.1750000000002
2019-10-03,1342.7399999999998
2019-10-04,1300.1100000000001
2019-10-05,262.605
2019-10-06,175.87499999999994
2019-10-07,1524.2849999999999
2019-10-08,1381.7999999999997
2019-10-09,1398.7050000000004
2019-10-10,1319.64
2019-10-11,1273.0199999999998
2019-10-12,172.40999999999997
2019-10-13,169.88999999999996
2019-10-14,528.57
2019-10-15,1484.385
2019-10-16,1483.6499999999999
2019-10-17,1383.375
2019-10-18,1354.605
2019-10-19,299.77500000000003
2019-10-20,185.01
2019-10-21,1560.9299999999998
2019-10-22,1379.805
2019-10-23,1456.4549999999995
2019-10-24,1378.02
2019-10-25,1451.835
2019-10-26,191.62500000000006
2019-10-27,746.0249999999999
2019-10-28,167.37
2019-10-29,1530.1650000000002
2019-10-30,1573.53
2019-10-31,1405.8450000000003
2019-11-01,1343.7899999999995
2019-11-02,170.205
2019-11-03,171.25500000000008
2019-11-04,1489.7400000000005
2019-11-05,1445.43
2019-11-06,1690.29
2019-11-07,1531.74
2019-11-08,1394.8200000000004
2019-11-09,277.51500000000004
2019-11-10,234.14999999999998
2019-11-11,1713.3899999999996
2019-11-12,1572.1649999999997
2019-11-13,1679.055
2019-11-14,1470.9450000000002
2019-11-15,201.285
2019-11-16,241.49999999999994
2019-11-17,829.185
2019-11-18,1734.0750000000003
2019-11-19,1703.8349999999998
2019-11-20,1649.1299999999992
2019-11-21,1479.8699999999997
2019-11-22,1521.87
2019-11-23,352.59000000000003
2019-11-24,692.5800000000003
2019-11-25,1747.0950000000003
2019-11-26,1694.8049999999998
2019-11-27,1713.3899999999999
2019-11-28,1467.165
2019-11-29,1418.1299999999999
2019-11-30,246.12000000000003
2019-12-01,255.88499999999996
2019-12-02,1656.4800000000002
2019-12-03,1501.3949999999998
2019-12-04,1576.5750000000003
2019-12-05,1232.2800000000002
2019-12-06,1194.165
2019-12-07,216.08999999999992
2019-12-08,210.31499999999997
2019-12-09,1311.7649999999996
2019-12-10,1232.6999999999998
2019-12-11,976.9200000000001
2019-12-12,1149.1200000000003
2019-12-13,875.4900000000001
2019-12-14,225.54000000000002
2019-12-15,210.42
2019-12-16,829.1850000000002
2019-12-17,878.7450000000003
2019-12-18,874.3349999999999
2019-12-19,796.8449999999996
2019-12-20,662.5500000000001
2019-12-21,203.595
2019-12-22,210.42000000000002
2019-12-23,628.845
2019-12-24,376.32000000000005
2019-12-25,194.87999999999997
2019-12-26,663.4950000000002
2019-12-27,582.0149999999998
2019-12-28,209.16000000000003
2019-12-29,205.38000000000002
2019-12-30,639.45
2019-12-31,309.1200000000001
2020-01-01,200.86499999999995
2020-01-02,535.7099999999999
2020-01-03,603.3299999999998
2020-01-04,209.79
2020-01-05,206.11499999999995
2020-01-06,660.1350000000001
2020-01-07,710.9549999999999
2020-01-08,666.1200000000001
2020-01-09,591.99
2020-01-10,610.9950000000001
2020-01-11,296.4150000000001
2020-01-12,286.44
2020-01-13,791.2799999999999
2020-01-14,775.5300000000002
2020-01-15,636.0900000000001
2020-01-16,714.315
2020-01-17,694.3649999999998
2020-01-18,274.78499999999997
2020-01-19,262.605
2020-01-20,720.51
2020-01-21,849.765
2020-01-22,777.7350000000001
2020-01-23,764.925
2020-01-24,596.8199999999998
2020-01-25,245.385
2020-01-26,207.795
2020-01-27,739.62
2020-01-28,766.815
2020-01-29,814.6949999999999
2020-01-30,726.9149999999998
2020-01-31,552.4050000000001
2020-02-01,220.28999999999994
2020-02-02,788.5499999999997
2020-02-03,732.375
2020-02-04,758.1
2020-02-05,694.3650000000001
2020-02-06,657.4050000000001
2020-02-07,671.055
2020-02-08,222.915
2020-02-09,214.93499999999997
2020-02-10,819.9449999999999
2020-02-11,844.8299999999999
2020-02-12,868.8749999999998
2020-02-13,690.1650000000002
2020-02-14,756.7349999999999
2020-02-15,380.93999999999994
2020-02-16,718.095
2020-02-17,1451.73
2020-02-18,1476.405
2020-02-19,1524.4950000000001
2020-02-20,1449.8399999999995
2020-02-21,1100.82
2020-02-22,196.56
2020-02-23,193.40999999999994
2020-02-24,198.13499999999993
2020-02-25,198.345
2020-02-26,464.09999999999997
2020-02-27,1763.5800000000002
2020-02-28,1508.745
2020-02-29,271.74
